cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
AER,SARL DIFRAMA,,62430,SALLAUMINES,10,321283500,Président,PREVOST,M,Jean Marc,,342229101,34222910100023,RUE LEON DEGREAUX,4675Z,Commerce de gros (commerce interentreprises) de produits chimiques,,25457988,26,1987-07-20,Société par actions simplifiée,100000
AER,TRANSNORD,,62430,SALLAUMINES,10,321142900,Gérant,AGOSTINHO,M,Antonio,,480876101,48087610100019,50 RUE DU MARAIS,7712Z,Location et location-bail de camions,,1871291,20,2004-12-01,Société à responsabilité limitée,135000
AER,ASS DES CHAMPS DORES,,62530,SERVINS,10,321507450,,,,,,398094409,39809440900016,RUE DE LA MAIRIE,8899B,Action sociale sans hébergement n.c.a.,321507469,,50,1994-06-01,Association déclarée,
AER,EMIOT,,62530,SERVINS,10,321221287,Président,SARL ADT,M,Alain,DEBOSSCHER,401743687,40174368700014,14 B RUE DU FOUR,4120B,Construction d'autres bâtiments,321588430,1168788,11,1995-04-01,Société par actions simplifiée,70000
AER,SARL TECHNOMECANIC,,62530,SERVINS,10,321552571,Gérant,DUMONT,M,Eric,,344579479,34457947900017,4 HAMEAU DE MAISNIL,2899B,Fabrication d'autres machines spécialisées,321221112,5030211,26,1988-04-01,Société à responsabilité limitée,106200
AER,ETABLISSEMENTS SIMON-DUTRIAUX,,62880,VENDIN LE VIEIL,10,321142480,Président,BOONEN,M,Philippe Jean,,783717218,78371721800029,RUE GUSTAVE EIFFEL,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",321142481,10770897,59,1973-01-01,SASU Société par actions simplifiée à associé unique,351080
AER,LES ORCHIDEES,,62880,VENDIN LE VIEIL,10,391833714,Président,IMBERT,M,Andre  Jean  Michel,,487896391,48789639100033,RTE DE WINGLES,8730A,Hébergement social pour personnes âgées,,2889345,49,2005-12-15,Société par actions simplifiée,37000
AER,PROSPORT SARL,,62880,VENDIN LE VIEIL,10,965187638,Gérant,PROYART,M,Samuel,,432349652,43234965200011,CTRECOMMERCIAL LENS 2,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,,2795204,14,2000-07-21,Société à responsabilité limitée,8000
AER,SOC ARTESIENNE TRANSPORT & AFFRETEMENT,,62880,VENDIN LE VIEIL,10,321747676,Président,DUTRIEUX,M,Sebastien,,309420420,30942042000098,11 RUE ALFRED NOBEL,5229B,Affrètement et organisation des transports,,7009727,37,1977-01-01,Société par actions simplifiée,120000
AER,STANDING VERANDA,,62880,VENDIN LE VIEIL,10,321284945,Gérant,DUBREU,M,Frédéric,,453111452,45311145200059,7 RUE CALMETTE,4332B,Travaux de menuiserie métallique et serrurerie,321425783,5043947,48,2004-04-15,Société à responsabilité limitée,10000
AER,VENDIN AMBULANCES,,62880,VENDIN LE VIEIL,10,321696363,Gérant,VERDIERE,M,Philippe,,403010622,40301062200013,RUE DU 8 MAI,8690A,Ambulances,,921100,23,1995-11-23,Société à responsabilité limitée,65000
AER,GENERALE ELECTRIQUE WINGLOISE,,62410,WINGLES,10,321408263,Gérant,ROUCOUX,M,Christophe,,339557456,33955745600011,LE PRONET,4321A,Travaux d'installation électrique dans tous locaux,,1398656,15,1986-12-01,Société à responsabilité limitée,7622
AER,ID VOYAGES,,62410,WINGLES,10,321794579,Président,INGLART,MME,Marie Madeleine,,313873598,31387359800020,21 RUE ANDRE PEZE,4939A,Transports routiers réguliers de voyageurs,,3437049,50,1978-01-01,Société par actions simplifiée,495460
AER,ISOLATION CLOISON RENOVATION,,62410,WINGLES,10,321437556,Gérant,MENU,M,Frederic,,419574553,41957455300030,15 ZAL DU PRONET,4331Z,Travaux de plâtrerie,321436723,1686235,16,1998-06-01,Société à responsabilité limitée,33000
AER,MEAT DESOSS,,62410,WINGLES,10,327961880,Gérant,FEMERY,M,Patrick,,429644453,42964445300012,129 RUE DE MEURCHIN,1011Z,Transformation et conservation de la viande de boucherie,321401970,1695982,45,2000-02-01,Société à responsabilité limitée,3049
AER,PHARMACIE WAROT-PADE,,62410,WINGLES,10,321695916,Gérant,PADE,M,Jean Noel,,401226147,40122614700023,147 RUE JOSEPH BODART,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,,,10,1995-05-01,Société en nom collectif,859050
AER,"SI ESPACES VERTS REGION WINGLES,DOUVRI",,62410,WINGLES,10,321408941,,,,,,256201872,25620187200023,RUE DU CLAIR,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,,,10,1983-03-01,Syndicat intercommunal à vocation unique (SIVU),
AER,STYROLUTION FRANCE SAS,,62410,WINGLES,10,321773200,Président,RIMMER,M,Mathew Dominic,,532352846,53235284600028,RUE ALBERT DUPLAT,2016Z,Fabrication de matières plastiques de base,,8424478,22,2011-05-06,Société par actions simplifiée,11019403
AED,ABEJ SOLIDARITE,,59000,LILLE,11,328553175,,,,,,341563617,34156361700040,9 AV DENIS CORDONNIER,8790B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,,,100,1987-06-01,Association déclarée,
AED,ACOGEC,,59000,LILLE,11,328559848,Gérant,LENOIR,M,Christian,,389378498,38937849800023,53 RUE JEAN JAURES,7112B,"Ingénierie, études techniques",328559849,1686569,23,1992-11-01,Société à responsabilité limitée,12195
AED,AEI   AEI LAMBLIN,,59000,LILLE,11,320180850,Président,EUDEVI - EUROPE DEVELOPPEMENT INDUSTRIEL,,,,77250025,7725002500051,96 RUE DE MARQUILLIES,4312A,Travaux de terrassement courants et travaux préparatoires,,12583322,68,1972-01-01,Société par actions simplifiée,500000
AED,AGENCE TECHN DEP COLLECTIVITE TERR NOR,,59000,LILLE,11,320541717,,,,,,353386154,35338615400028,49 RUE NICOLAS LEBLANC,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,10,1989-10-01,Association déclarée,
AED,ALTUS CONSEILS,,59000,LILLE,11,320920507,Gérant,BLEUZE,MME,Valerie,,479102188,47910218800030,4 RUE D ISLY,6920Z,Activités comptables,,,10,2004-12-14,Société à responsabilité limitée,200000
AED,ASS ACCUEIL ET REINSERTION SOCIALE,,59000,LILLE,11,320219110,,,,,,775624133,77562413300010,96 RUE BRULE MAISON,8790B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,,,100,1900-01-01,Association déclarée,
AED,ASS GESTION MAISON QUARTIER WAZEMMES,,59000,LILLE,11,320551818,,,,,,391571197,39157119700022,36 RUE D EYLAU,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,50,1993-05-27,Association déclarée,
AED,ASS HALTE GARDERIE DU FG DE BETHUNE,,59000,LILLE,11,320356138,,,,,,399078898,39907889800026,6 B BD DE METZ,8891A,Accueil de jeunes enfants,,,10,1994-11-01,Association déclarée,
AED,ASS LE COMPAGNON BLANC,,59000,LILLE,11,320306115,,,,,,341596427,34159642700011,215 RUE DE SOLFERINO,8810B,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de  personnes âgées,320400933,,10,1986-04-01,Association déclarée,
AED,ASS SOUTIEN ACTION PERSON DPT NORD,,59000,LILLE,11,328380500,,,,,,413174384,41317438400037,199 RUE COLBERT,8899B,Action sociale sans hébergement n.c.a.,328380509,,50,1997-01-02,Association déclarée,
AED,ASSOCIATION INNOV ENFANCE,,59000,LILLE,11,320152045,,,,,,348753377,34875337700079,67 BD VICTOR HUGO,8891A,Accueil de jeunes enfants,,,50,1988-11-01,Association déclarée,
AED,ASSOCIATION ITINERAIRES,,59000,LILLE,11,320521926,,,,,,382721124,38272112400024,8 RUE DU BAS JARDIN,8899A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,320851191,,100,1991-05-15,Association déclarée,
AED,ASSOCIATION MAGDALA,,59000,LILLE,11,320572962,,,,,,352560767,35256076700019,29 RUE DES SARRAZINS,8899B,Action sociale sans hébergement n.c.a.,320152673,,10,1989-10-01,Association déclarée,
AED,AUTO PIECES MOLINS,,59000,LILLE,11,320527166,Gérant,MOLINS,M,Jean Luc,,468500327,46850032700019,25 RUE ARMAND CARREL,4677Z,Commerce de gros (commerce interentreprises) de déchets et débris,,2717759,19,1968-01-01,Société à responsabilité limitée,137670
AED,AVANTPROPOS,,59000,LILLE,11,320621000,Président Directeur Général,DHENIN,M,Emmanuel Raymond,,394899801,39489980100051,51 BD DE BELFORT,7111Z,Activités d'architecture,320622020,2455561,19,1994-04-01,SA à conseil d'administration,50000
AED,BEAL BLANCKAERT ARCHITECTES,,59000,LILLE,11,320303290,Gérant,BEAL,M,Antoine,,382125797,38212579700029,10 RUE NICOLAS LEBLANC,7111Z,Activités d'architecture,,,10,1991-06-01,Société à responsabilité limitée,152
AED,BENCHEIKH MUSTAPHA,,59000,LILLE,11,320938638,,,,,,339388464,33938846400010,217 AV DE DUNKERQUE,5610A,Restauration traditionnelle,,,10,1986-06-01,Affaire personnelle commerçant,
AED,BITAM SERGE HERVE,,59000,LILLE,11,320383434,,,,,,325916146,32591614600013,BD DE METZ,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,,,10,1982-10-18,Affaire personnelle commerçant,
AED,BRIQUETERIES DU NORD,,59000,LILLE,11,320170103,Président du conseil d'administration,BERNARD,M,Gilles,,457506475,45750647500112,9 PORT FLUVIAL 9 EME RUE,2332Z,"Fabrication de briques, tuiles et produits de construction, en terre cuite",,17102949,101,1957-01-01,SA à conseil d'administration,100000
AED,C.R.B.S,,59000,LILLE,11,320972766,Gérant,MARCHAND,M,Nicolas,,447564451,44756445100048,4 RUE COURTOIS,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,320534596,1742074,28,2003-02-19,SARL unipersonnelle,40000
AED,CABINET TIMMERMAN,,59000,LILLE,11,320570320,Gérant,VEDOVATI,MME,Marie Isabelle,,309359644,30935964400023,4 B PL DE LA REPUBLIQUE,6831Z,Agences immobilières,,873705,10,1977-01-01,Société à responsabilité limitée,39000
AED,CAP EUROPE EXPERTS ASSOCIES,,59000,LILLE,11,320852400,Président,HOLDING CORNUT.J,,,,327876801,32787680100025,28 RUE DE FONTENOY,6622Z,Activités des agents et courtiers d'assurances,,,10,1983-08-01,Société par actions simplifiée,38113
AED,CARONOR,,59000,LILLE,11,320592450,Gérant,WAUBANT,M,Christophe,,528172687,52817268700014,62 RUE DE CANNES,4333Z,Travaux de revêtement des sols et des murs,,3719497,68,2010-11-01,Société à responsabilité limitée,50000
AED,CENTRE APPROVISIONNEMENT COLLECTIVITES,,59000,LILLE,11,328160160,Gérant,MOURMANT,M,Etienne,,457509750,45750975000065,2 B RUE DE CANNES,1392Z,"Fabrication d'articles textiles, sauf habillement",,,20,1957-01-01,Société à responsabilité limitée,393321
AED,CENTRE REG PR ENFANCE ADOLESC INADAPTE,,59000,LILLE,11,320170309,,,,,,775624703,77562470300085,54 BD MONTEBELLO,8810C,Aide par le travail,,,10,1981-09-01,Association déclarée,
AED,CENTRE SOCIAL MARCEL BERTRAND,,59000,LILLE,11,320527734,,,,,,783713340,78371334000058,19 RUE LAMARTINE,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,20,1900-01-01,Association déclarée,
AED,CHARLET SEGARD MAXIME ALBOT HUISSSIER,,59000,LILLE,11,320145620,Gérant,ALBOT,M,Maxime,,322883547,32288354700034,55 BD DE STRASBOURG,6910Z,Activités juridiques,320574653,,10,1981-08-18,Société civile professionnelle d'huissiers,381274
AED,CLID INDUSTRIE,,59000,LILLE,11,320581258,Président,S.B PARTICIPATIONS,M,Serge Georges Hubert,BOUTRY,390792596,39079259600038,99 RUE DU JARDIN DES PLANTES,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,320581259,10173694,52,1993-04-09,Société par actions simplifiée,1012000
AED,COMITE ETABLISSEMENT SNCF REGION LILLE,,59000,LILLE,11,320299200,,,,,,334534393,33453439300015,25 BD JEAN BAPTISTE LEBAS,9420Z,Activités des syndicats de salariés,320299209,,50,1985-10-01,Comité d'établissement,
AED,COMPARIO,,59000,LILLE,11,328369214,Président du conseil d'administration,PODVIN,M,Pascal,,451341036,45134103600031,165 AV DE LA BRETAGNE,6201Z,Programmation informatique,,1449250,14,2003-12-04,SA à conseil d'administration,1253742
AED,CONFORT GAZ 2000 C.P.S.T,,59000,LILLE,11,320622121,Gérant,DEREGNAUCOURT,M,Tony,,322408394,32240839400052,3 RUE DU CAPITAINE FERBER,4322B,Travaux d'installation d'équipements thermiques et de climatisation,320622129,2994763,26,1981-03-10,Société à responsabilité limitée,45582
AED,CTRE SOCIAL ET CULTUREL LAZARE GARREAU,,59000,LILLE,11,328553820,,,,,,439875154,43987515400015,45 RUE LAZARE GARREAU,8899B,Action sociale sans hébergement n.c.a.,,,20,2001-07-01,Association déclarée,
AED,DELEHAYE AUDIT & CONSEIL,,59000,LILLE,11,320172255,Gérant,DELEHAYE,M,Xavier,,397760711,39776071100028,84 RUE DU FAUBOURG DE BETHUNE,6920Z,Activités comptables,320172256,1023027,14,1994-06-01,Société à responsabilité limitée,150000
AED,DESCAMPIAUX-DUDICOURT,,59000,LILLE,11,320229922,Président,DESCAMPIAUX,M,Philippe,,472502731,47250273100012,58 RUE DE TURENNE,6831Z,Agences immobilières,320924422,6160760,73,1972-01-01,Société par actions simplifiée,132600
AED,DIFFUSION EQUIPEMENT CONSTRUCTION MOBI,,59000,LILLE,11,328380840,Président du conseil de surveillance,DESCAMPS,MME,Raymonde,,469500243,46950024300016,400 RUE LEON GAMBETTA,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,328380850,6581786,31,1959-01-01,SA à directoire,1000000
AED,DILIGENTIA-DILLIES & ASSOCIES SOC EXPE,,59000,LILLE,11,320170550,Gérant,DILLIES,M,Charles,,330366162,33036616200023,156 RUE DE LA BASSEE,6920Z,Activités comptables,,2014307,25,1984-07-01,Société à responsabilité limitée,255000
AED,DUVIVIER METROPOLE,,59000,LILLE,11,320297020,Gérant,DUVIVIER,M,Christian,,521984724,52198472400034,10 RUE DU FOUR A CHAUX,4334Z,Travaux de peinture et vitrerie,,1016303,14,2010-04-01,Société à responsabilité limitée,10000
AED,ECS NET,,59000,LILLE,11,320826399,Gérant,RANDON,M,Alain,,499569770,49956977000021,99 RUE DU JARDIN DES PLANTES,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,320528948,,10,2007-08-09,SARL unipersonnelle,8000
AED,ERNEST DEVOS SA,,59000,LILLE,11,320589000,Président du conseil d'administration,CREPELLE,M,Xavier,,309824480,30982448000029,17 RUE DE L ASIE,2511Z,Fabrication de structures métalliques et de parties de structures,,3559010,35,1977-01-01,SA à conseil d'administration,146700
AED,ETABLISSEMENT JEAN DELEVOY,,59000,LILLE,11,320524410,Co-gérant,DOREZ,MME,Christine,,510882459,51088245900025,24 RUE DE TREVISE,4690Z,Commerce de gros (commerce interentreprises) non spécialisé,,2513058,11,2009-01-01,Société à responsabilité limitée,852000
AED,ETABLISSEMENTS BREVIERE,,59000,LILLE,11,320440789,Président,MEZIERES,M,Eric,,323375923,32337592300089,PORT FLUVIAL,4942Z,Services de déménagement,,2560872,32,1981-11-01,Société par actions simplifiée,212750
AED,ETABLISSEMENTS G. VERBRUGGE ET FILS,,59000,LILLE,11,320537455,Président,VERBRUGGE,M,Jean Louis,,458504586,45850458600017,2 RUE DE LA PREVOYANCE,2561Z,Traitement et revêtement des métaux,320881724,4090026,31,1958-01-01,Société par actions simplifiée,208000
AED,ETABLISSEMENTS MARANDIN,,59000,LILLE,11,320092277,Président,MARANDIN,MME,Laure,,459500732,45950073200027,PORT FLUVIAL 2EME AVENUE,4520B,Entretien et réparation d'autres véhicules automobiles,,2301475,22,1959-01-01,Société par actions simplifiée,150000
AED,F.D.B,,59000,LILLE,11,320078787,Gérant,BECQUART,M,Patrick,,413919499,41391949900025,5 RUE LEON BLUM,5610C,Restauration de type rapide,,,50,1997-09-01,SARL unipersonnelle,7622
AED,FACE LILLE METROPOLE,,59000,LILLE,11,320380444,,,,,,404862294,40486229400034,24 BD DE METZ,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,10,1996-01-03,Association déclarée,
AED,FIDUCIAIRE EC2A,,59000,LILLE,11,320920507,Président,ALTUS CONSEILS,MME,Valerie,BLEUZE,389096462,38909646200079,4 RUE D ISLY,6920Z,Activités comptables,,1544372,19,1992-11-09,Société par actions simplifiée,53357
AED,FLASCHE SANIT,,59000,LILLE,11,320969962,Gérant,DEBERGH,M,Christophe,,389992009,38999200900024,6 B RUE DE L ARBRISSEAU,4322A,Travaux d'installation d'eau et de gaz en tous locaux,,1659704,18,1993-02-01,Société à responsabilité limitée,70000
AED,FOREST WAMBERGHE DIANE,,59000,LILLE,11,320572136,,,,,,334843364,33484336400020,22 RUE DES SARRAZINS,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,320307091,,10,1986-01-01,Affaire personnelle commerçant,
AED,FRANCE-CHRIS,,59000,LILLE,11,328380700,Gérant,EVRARD,M,Francois,,481987741,48198774100016,374 RUE LEON GAMBETTA,4722Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,,2168348,19,2005-05-01,Société à responsabilité limitée,200000
AED,GAPI,,59000,LILLE,11,320523024,Gérant,AUGEM,M,Marc,,429006596,42900659600010,289 RUE DE SOLFERINO,6832A,Administration d'immeubles et autres biens immobiliers,320525922,1447253,23,2000-01-01,Société à responsabilité limitée,8000
AED,GCBAT,,59000,LILLE,11,320532545,Gérant,HANOT,M,Serge,,503157646,50315764600012,6 B RUE COURTOIS,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,1652732,10,2008-03-17,Société à responsabilité limitée,7000
AED,GENIE CIVIL ET PAVAGE,,59000,LILLE,11,320535963,Président du conseil d'administration,DELECROIX,M,Jean-Marie,,401226626,40122662600026,6 B RUE COURTOIS,4312A,Travaux de terrassement courants et travaux préparatoires,320535966,8460784,29,1995-06-01,SA à conseil d'administration,38188
AED,GESTION CEN SOCIAL ARBRISSEAU CROISETT,,59000,LILLE,11,320169131,,,,,,351413679,35141367900025,194 RUE VAISSEAU LE VENGEUR,8891A,Accueil de jeunes enfants,,,20,1989-07-01,Association déclarée,
AED,GROUPEMENT AVENIR ENFANCE,,59000,LILLE,11,320523075,,,,,,479160004,47916000400012,84 RUE DU FAUBOURG DES POSTES,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,10,2004-11-01,Association déclarée,
AED,HSE PRO,,59000,LILLE,11,320099134,Gérant,BRACKMAN,MME,Agnes,,493946230,49394623000023,32 RUE HENRI REGNAULT,7490B,"Activités spécialisées, scientifiques et techniques diverses",,1587170,13,2007-01-13,Société à responsabilité limitée,85000
AED,IL TEATRO PRODUCTIONS,,59000,LILLE,11,320210380,Gérant,MARSEGUERRA,M,Guy,,490969672,49096967200016,PL SEBASTOPOL,9004Z,Gestion de salles de spectacles,,1085579,12,2006-07-03,Société à responsabilité limitée,7625
AED,INSTITUT RECHERCHE SUR LE CANCER,,59000,LILLE,11,320962322,,,,,,330526609,33052660900012,PL DE VERDUN,8610Z,Activités hospitalières,,,10,1984-08-01,Autre personne morale de droit privé,
AED,ITAL-UIL FRANCE,,59000,LILLE,11,320570179,,,,,,393747795,39374779500077,80 RUE D ISLY,9499Z,Autres organisations fonctionnant par adhésion volontaire,,,10,1993-07-29,Association déclarée,
AED,J.P.M.P.,,59000,LILLE,11,320308476,Gérant,DAMBRINE,M,Jean,,452116882,45211688200013,4 RUE DE CAMBRAI,5610C,Restauration de type rapide,,608178,14,2004-02-01,Société à responsabilité limitée,8000
AED,KEYLIANCE,,59000,LILLE,11,320000002,Président,CAMBERLEIN,M,Luc,,493657621,49365762100014,165 AV DE LA BRETAGNE,6619B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",,,10,2007-01-05,Société par actions simplifiée,80000
AED,LABORATOIRE TRADIPHAR,,59000,LILLE,11,320971370,Président,DASSONNEVILLE,M,Manuel Gery Jacques,,950387910,95038791000041,176 RUE DE L ARBRISSEAU,2120Z,Fabrication de préparations pharmaceutiques,320970970,4266567,19,1989-09-01,Société par actions simplifiée,150000
AED,LE CEDRE BLEU,,59000,LILLE,11,320081660,,,,,,334781663,33478166300029,8 B AV DE LA BRETAGNE,8720B,Hébergement social pour toxicomanes,320081669,,50,1986-01-01,Association déclarée,
AED,LE CIRQUE DU BOUT DU MONDE,,59000,LILLE,11,320884831,,,,,,419842034,41984203400060,2 B RUE COURMONT,9001Z,Arts du spectacle vivant,,,10,1996-12-23,Association déclarée,
AED,LE PARTENARIAT,,59000,LILLE,11,320537676,,,,,,325001147,32500114700025,71 RUE VICTOR RENARD,9499Z,Autres organisations fonctionnant par adhésion volontaire,320882295,,10,1982-06-01,Association déclarée,
