Code NAF,Raison Sociale,Groupe,Adresse,Code Postal,Ville,Tel Standard,Secteurs,Type,Observations
,STO,,"224, RUE MICHEL CARRÉ",95870,Bezons,+33 1 34 34 57 00,Second Œuvre|BTP - Construction/,prospect ," isolation thermique extérieure, isolation des façades_x000D__x000D__x000D_20/05/11 contact Md FAUCHER : c'est Md ROBELES et Md FAUCHER qui s'occupent du recrutement. Elle receptionne les CV, recoit les candidats et si il y a des difficultées elle sous-traite. Me conseille de rappeler dans 3 semaines (10/06), env mail s.faucher@stoeu.com_x000D_recrute : http://www.nordjob.com/entreprise/5673/STO.htm_x000D__x000D_14/06/11 : contact Md FAUCHER : à trouvé, des besoins de recrutements mais ne rencontre pas de difficultées > rel août_x000D__x000D_18/08/11 : contact Md FAUCHER : peu de difficulté sur le NPC : consulter site @ (http://www.sto.fr/87104_FR-L'entreprise-Recrutements.htm ) et reprendre contact : attention le contact est sur le 92"
,STOLZ,,82 ROUTES DE BOISJEAN,62170,Wailly Beaucamp,03 21 90 05 15 tel d,Industrie|,prospect ,Aucun recrutement à prevoir
,STOLZ,,,,,0321900529,,prospect ,
,STRAP TRANSPORT- GROUPE DERICHEBOURG,,zi 4 de Valenciennes _x000D__x000D__x000D_,59880,Saint Saulve,+33 3 27 22 84 00,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,Font beaucoup de contrat d'interim. Ont un cabinet de recrutement et d'interim au sein du Groupe Derichebourg. N'ont donc pas souvent l'occasion de faire appel à un cabinet extérieur seulement pour certaine fonction cadre. Pas de perspective pour le moment. Rapp dans qelques mois.
,STYLEA,,"STYLEA_x000D_43, Rue du Nouveau Monde_x000D_BP 40064_x000D_ ",59052,Roubaix,+33 3 20 75 61 52,Distribution spécialisée|Distribution/,prospect ,"*commercialise des présentoirs prêts-à-vendre pour la grande distribution.Nos produits sont des articles d'équipement de la maison tendances à petits prix ._x000D_*http://www.stylea-mdd.fr/_x000D__x000D__x000D_07/06/11 : contact stand env mail : d.lepoutre@stylea.fr,doit me répondre par mail_x000D_23/06/11 : Mail de Mr LEPOUTRE : pas de besoins > rel rentrée"
,SUBRENAT,,,59420,Mouvaux,0320116363,Textile-Habillement-Chaussures|Industrie/,prospect ,a été recruté dbt 2010 pour créer le service rh et internaliser les recrutement…envoyé mail pour présentation + contact viadeo
,SUMECA,,_x000D_,,Wattrelos,+33 3 20 80 82 54,Industrie|,prospect ,
,SUNCLEAR,,280 av Marne_x000D__x000D__x000D_,59700,Marcq en Baroeul,+33 3 20 65 70 00,Négoce-Commerce de gros industriel|Distribution/,prospect ,envoyé mail car beaucoup sur la route._x000D_directeur copmmercial recrute en direct ses commerciaux.
,SUNCLEAR DIFFUSION,,PARC DU CHATEAU ROUGE ,,MARCQ EN BAROEUL,0320657000,,prospect ,
,SURGIVIEW,,Rue Robespierre,62217,BEAURAINS,+33 3 21 21 59 60,Industrie|,prospect ,
,SWISSLIFE,,"1 ter, rue du marechal de lattre de Tassigny",59671,ROUBAIX Cedex 1,+33 3 20 45 72 00,Banque-Etablissement Financier- Crédit Bail|Banque - Finance - Assurance/,prospect ,envoyé mail le 21/03 à Caroline delecour suite à un contact avec olivier braillet_x000D_travaille avec gros cabinet nationaux mais ouvert à propositions._x000D_doit me recontacter._x000D__x000D_27/05 : eu mr braillet au tel - caroline delecour en vacances. le recontacter si besoin._x000D_travaille avec florine sur les postes informatiques.
,TECHFORM,,,,AUXI LE CHATEAU,+33 3 21 04 00 11,,prospect ,
8121Z,TECHNIVAP SAS,,4 rue de berzin_x000D_CRT 2,59818,LESQUIN,+33 3 20 44 32 00,Nettoyage industriel-Sécurité|Services - Conseil/,prospect ,Technivap est un spécialiste reconnu et apprécié des principaux acteurs et clients du marché de l’hygiène et de la sécurité des réseaux aérauliques._x000D__x000D_13/05/11 : contact standard : barrage me dit de l'envoyer par courier > rel dans 15 jous
,TECHNOR,,,,,+32 692 257 401,,prospect ,travaille avec d'autres cabinet de recrutement sur ce dossier mais est ouverte à d'autres propositions._x000D_a rappeller_x000D_
,TELE EN BOITE DEKA COMM,,57 av flandre_x000D_,59170,Croix,+33 3 20 27 26 58,,prospect ,"> magasine tv_x000D__x000D_recrute : http://www.nordjob.com/tele_en_boite/_x000D__x000D_18/05/11 : contact Md HEQUETTE : recute en interne, bon contact, envoyer mail si besoins contact@ticket-promo.com > rel sept_x000D_27/06/11 : Md HEQUETTE ne fais plus partie de l'entreprise_x000D__x000D_"
,TELEDESK,,,,,0320409561,Call Centers|Services - Conseil/,prospect ,envoyé mail en mai 2010. à rappeller
,TELMEDIA,,15 E Rue Plouvier,,TEMPLEMARS,+33 3 20 96 15 66,SSII|Services - Conseil/,prospect ,RESPONSABLE CLIENTELE H/F
,TEREOS,,,59000,Lille,+33 3 28 38 79 30,Agroalimentaire-Tabac|Industrie/,prospect ,Sont affiliés à un seul cabinet et ne souhaientent pas en changer.
,TEXDECOR,,2 Rue d'Hem,59780,WILLEMS,+33 3  20 61 77 17,Distribution spécialisée|Distribution/,prospect ,"*décoration intérieur_x000D_RECRUTE : http://www.nordjob.com/fr/decouverte/ListeOffres.aspx?NumEntreprise=1304&de=consultation_x000D__x000D_contact 24/05/11 : contact Mme FAYOLLE,rh : on un service RH, font appel à des cabR que sur des postes précis, env mail pour nous référencer d.fayolle@texdecor.com > relancer dans 1 mois_x000D__x000D__x000D_20/06/11 : Pas d'urgence, dans le rouge encore 1 mois, a rencontré 2 cabR sur Paris. Intéressé d'échanger avec nous > rdv le 19/07 à 10h"
,TEXTILOT,,ZI PAYSAGEE _x000D_BP4155,58641,VARENNES VAUZELLES,+33 3 86 71 62 08,Textile-Habillement-Chaussures|Industrie/~Distribution|,prospect ,"* spécialisée dans la création et conception et la distribution de prêt-à-porter mode pour les GMS alimentaires_x000D__x000D_24/05/11 : contact Mme CHARLON fait son propre recrutement, fait appel à des cabR si elle rencontre des difficultés, env mail ressources.humaines@textilot.fr > rel 1 mois_x000D__x000D_28/06/11 : Mme CHARLON  : pas besoin d'aide pour le moment > rel rentrée_x000D_13/09/11 : Accueil : env mail valerie.charlon@textilot.fr"
,THIERIEZ,,Rue Jacquard- B.P. 71_x000D_ZI de la Martinoire_x000D_,599935,wattrelo,+ 33 3 20 68 48 90,Industrie|,prospect ,"*Production et commercialisation d'une gamme de matelas, sommiers et housses pour le marché de l'hôtellerie et des collectivités._x000D__x000D_08/06/11 : contact stand : c'est Mr DALLE qui s'occupe des recru, ligne directe 03 20 68 48 96, env mail a.dalle@thiriez-litterie.fr _x000D_15/06/11 : recrute très peu_x000D_ "
,THIRARD S.A.S -- F.T.H.,,"45, RUE JEAN JAURÈS _x000D_",80390,Fressenneville,03 22 60 26 50,,prospect ,
,TIFANY INDUSTRIE,,20 Boulevard Comte de Montalembert_x000D__x000D_,59650,Villeneuve d'Ascq,+33 3 20 05 67 67,Industrie|,prospect ,Appelé le 05/04_x000D_Mme MARECAILLE_x000D_Mettre un rappel pmour amelie.
,TMF OPERATING,,"221, Rue Victor Hugo_x000D_",59174,La Sentinelle,+33 3 27 23 12 50 _x000D_,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TND NORD,,20 Avenue de l'Europe_x000D__x000D_,59435,roncq,+33 3 21 46 21 56,trnasport logistique,prospect ,Appelé le 05/04_x000D_Rappeler Mr BRIEU à coulogne
,TOYOTA MOTOR MANUFACTURING FRANCE_x000D_,,Parc d’Activités de la Vallée de l’Escaut-sud_x000D_ BP16,59264,Onnaing,+33 3 27 51 21 21,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,"*constructeur automobile_x000D_*recrute : http://www.toyota-valenciennes.com/recrutement-offres-liste_x000D__x000D_16/06/11 : contact Mme TRANCHANT : les recrutements sont gérés en interne avec les jobs boards, je lui renvoie nos cc, très bon contact, > rel fin d'année_x000D_02/11/12 : contact Mme LEGALLèS : travaille avec 3 cab de recrutements en exclusivité, me conseille de lui envoyer un mail de présentation, rel dans 1 mois, adelie.legalles@toyotafr.com_x000D_24/11 : r comtpable_x000D_13/12 : Mme LEGALLèS ; fait le point la semaine du 19 au 20 décembre, ""meilleure visibilité"", la rel début janvier_x000D_18/01/12 : injoingnable, env mail relance_x000D_09/02/12 : """" les budget vont d' avril à mars, pas de postes ouverts à part un controlleur de gestion ou est missioné page personnel et robert half et un  poste en info ou est missioné expectra. Me recontacte si elle souhaite ouvrir à d'autre marché. bon contact. La relancer par mail pour des prises de contact_x000D_"
,TRANSFREIGTH,,"6, Rue Michel Chasles_x000D_",59494,Petite Forêt,+33 3 27 09 11 28 _x000D_,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,Pas de besoin actuellement. A rappeler dans quelques mois.
,TRANSPORT BECQUET,,255 av Maurice Berteaux,59430,Saint Pol sur Mer,+33 3 28 64 90 39,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TRANSPORTS BAILLY COUROUBLE,,les Pres d'Houplines  Houplines ,59280,Armentières,+33 3 20 14 91 49,Industrie|,prospect ,Ils ont geler les embauches. Rappeler d'ici 4/5 mois. Annette Deletrez s'occupe du recrutement des cadres et Mme Tuccela du recrutement des conducteurs routiers.
,TRANSPORTS D.B.V,,"10, Rue du Dronckaert",59223,Roncq,+33 3 20 94 17 25,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TUBOLASER,,rue de la louviere_x000D_CRT _x000D_BP 304,59813,LESQUIN,+33 3 20 96 66 01,Autres Services aux Entreprises|Services - Conseil/,prospect ,"travail du métal : découper laser_x000D__x000D_13/05/11 : pas de rep_x000D_16/05/11 : contact standard : dépandent du groupe d'Halluin, c'est Mr PAIN qui s'en occupe"
,UNIBAIL RODAMCO,,,,,,,prospect ,peu d'externalisation mais bon contact
,UNIFLOCKAGE,,,62604,BERCK SUR MER,0321095300,,prospect ,En reduction d'effectifs en juillet 2010
,UNIROUTE,,ZA les Ansereuilles ,59251,Allennes les Marais,+33 3 20 58 98 20,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,UNIS,,"141 B, boulevard de Valmy_x000D_",59650,Villeneuve d'Ascq,+33 3 20 05 56 13,SSII,prospect ,
,VAL EXPRESS,,Rue Jean-Marie Frouin  ZI N. 2 Rouvignies ,59300,Valenciennes,+33 3 27 21 07 21,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VALENCIENNE ATHLETIC FOOTBALL CLUB,,"43 bis, Avenue de Reims _x000D_BP 136 ",59303,Valenciennes,+33 3 27 46 19 10,,prospect ,_x000D_28/06/11 : pas de création de poste > rel rentrée_x000D__x000D_15/09/11 : accueil : c'est Mr ZANBELLI qui s'occupe des recrutements : 06 03 09 57 48_x000D_
,VALEO,,,,,,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,
,VALOUTIL,,,59125,Trith Saint Leger,+33 3 27 23 11 12,,prospect ,recrute via manpower des commerciaux à 1200€....et elle en est très satisfaite
,VANDERSCHOOTEN,,"Groupe VDS _x000D_660, rue de l’Epinette_x000D_",59850,Nieppe,03 20 44 07 20,Distribution|,prospect ,"Appele le 21/03, mail envoyé le 21/03_x000D_Mr vanderschooten uniquement joignable par mail._x000D_"
,VANHEEDE FRANCE,,"8, Avenue Industrielle_x000D_",59520,Marquette lez Lille,+33 3 20 51 68 68 _x000D_,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VDK TRANSPORTS,,Rue des Neufs Bonniers,59178,Brillon,+33 27 45 44 56,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,"Pas besoin d'aide pour trouver de conducteur, leur notoriété est suffisante. Très petite équipe au siège donc pas de besoin actuellement. Mail de présentation envoyé."
,VDO FRANCE,,61 av de la mer,59240,Dunkerque,+33 3 28 24 85 11,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,"* DO France est votre spécialiste transport et distribution sur la France_x000D__x000D_25/05/11 : contact Mr DEVAUX : recutre pour l'ouverture d'une agence sur RONCQ un technico commercial, qui a de l'expériance et un carnet d'adresses, recrute par pole emploi et TSR? (assosication des transporteur qui diffuse son annonce), ""je souhaite travailler avec un cabinet si le candidat en vos la peine et qu'il est performent""_x000D_http://www2.pole-emploi.fr/espacecandidat/nicola/AfficherOffreDepuisMail.do?reference=768390U_x000D__x000D__x000D_RDV le 7/06 à 15h à DUNKERQUE avec Mr DEVAUX"
,VEKIA,,165 avenue de Bretagne,59044,lille,+33 3 51 08 11 60,Services - Conseil|,prospect ,"*créateur de  logiciels de gestion prévisionnelle pour le commerce_x000D_* http://www.vekia.fr/index.php?option=com_content&view=article&id=57&Itemid=71&lang=fr_x000D__x000D_17/06/11: contact Mr COQUELIN : recrute 2 chargés de projet  junior + senior par job board, en a  trouver 1  et il doit voir encore 10pers, ne souhaite pas me rencontrer pour le moment,env mail contact@vekia.fr > le rel à la rentré_x000D__x000D_10/10/11 : env mail pacoquelin@vekia.fr_x000D_11/10/11 : son assistante me dit qu'il passe des annonces sur Monster > on peut avoir une valeur ajouté sur le gain de temps car il est injoingnable_x000D__x000D_17/10/11 : injoingnable"
,VERRIERE DU NORD,,4332 rue de la voyette_x000D_BP 40 231,59812,LESQUIN,+33 3 20 53 66 87,Verre-Céramiques|Industrie/,prospect ,"fabrique et pose de construction en verre_x000D__x000D_12/05 : contact stand : Mr MICHAUD  occupé_x000D_13/05 : contact assistante : petite strusture, pas de besoin dans les  postes qualifiés"
,VERSPIEREN,,1 av François Mitterrand 59290 WASQUEHAL _x000D__x000D__x000D_,59290,Wasquehal,+33 3 20 45 71 00,Compagnies d’Assurances-Courtiers|Banque - Finance - Assurance/,prospect ,
,VERYWEAR,,30 RUE DES CHATEAUX ,59290,Wasquehal,+33 3 20 65 70 70,Distribution|,prospect ,"*groupe de distribution spécialisé dans le prêt à porter multi-marques : http://www.verywear.fr/_x000D__x000D__x000D_14/06/11 : contact Mr CATTEAU :  il s'occupe de tous les recrutements, même ceux des enseignes (en poste de cadre), fonctionne principalement en annonces et fait appel à des cabR si difficultées, env mail + rel dans 10 jours et lui proposer de ce rencontrer pour faire connaissance, recrutement@verywear.fr > rel 23/06 _x000D__x000D_24/06/11 contact assitante : stand by avec les cab de recrutement, la rel en octobre_x000D_07/10/11 : Mr CATTEAU : au vue de la conjucture il n'y aura pas de recrutements > rel début d'année_x000D_12/04/12: pas de besoin pour le moment, remplace un resp logistique mais pas besoin de faire appel aux cab r, les annonces donnent bcp de CV. mail env ce 12/04 à gcatteau@verywear.fr, le relancer en juin???_x000D_26/06: je n'arrive pas à le joindre...reéssayer plus tard..._x000D_"
,VIA LOCATION,,69 r Chemin Vert ,59810,Lesquin,+33 3 20 90 44 00,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,"13/04/12: mail envoyé ce jour à mr torck, olivier.torck@vialocation.fr - recherche un commercial sur l'agence de lille mais c'est le siège parisien qui s'en occupe, pas d'autres projets à venir...mais le suivre régulièrement....le relancer début mai..."
,VINCI CONSTRUCTION,,274 boulevard clemenceau_x000D_BP 1029,59701,MARCQ EN BAROEUL,+33 3 20 99 25 76,Génie civil-TP|BTP - Construction/,prospect ,uniquement accords cadres à Paris_x000D_peu de recrutement en ce moment
,VISTEON,, 87 - Rue Léon Duhamel_x000D_       ,62440,Harnes,03.21.13.90.00,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,Responsable Comptabilité Générale H/F	Harnes _x000D_Ingénieur Qualité Performance Fournisseurs H/F	Harnes_x000D_Expert Peinture Intérieurs Automobile H/F
,VISUEL COM,,229 rue du Touquet_x000D__x000D__x000D_,59200,Tourcoing,+33 3 20 23 67 71,Services - Conseil|,prospect ,Recrute plusieurs Commerciaux sur le Nord Pas de Calais en mars
,VITAMINE T,,10 Avenue des Sports_x000D_Entrée Boulevard Thomson prolongé_x000D_,59815,lesquin,+33 3 20 61 70 70,Services - Conseil|~Services - Conseil|,prospect ,"*insertion par l'activité économique qui emploient et forment des hommes et des femmes tenus à l'écart du monde du travail (chômeurs de longue durée, bénéficiaires de minimas sociaux, personnes sans ressources, jeunes sans expérience, etc.)_x000D_* http://www.groupevitaminet.com/_x000D__x000D_08/12/11 : pas de poste_x000D__x000D__x000D_"
,VIVACOM EVENTS,,"2, rue de Weppes",59000,Lille,+33 3 28 52 02 52,Autres Services aux Entreprises|Services - Conseil/,prospect ,ENTREPRISE DE communication evenementielle_x000D_rebecca s'occupe du recrutement : recherche en mai 1 directeur commercial
,VOIES NAVIGABLES DE FRANCE,,175 rue Ludovic boutleux,,bethune,+33 3 21 63 24 24,Ferroviaire-Construction navale|Industrie/,prospect ,Ingenieur porjet.
,WIKANGO,,1 rue bayard,59000,Lille,+33 3 20 50 25 90,Services - Conseil|,prospect ,"*application pour la détection des radards_x000D__x000D_* recrute : http://www.l4m.fr/entreprise/nord/lille/informatique-telecom-et-web/wikango-1336_x000D__x000D_08/06/11 : contact Mr BOCQUILLON : gère les rh,  il recrute ce poste par jobs boards, il est conscient de la difficultée de recruter ce poste, on lui a imposé un cdd de 6 mois, intéressé de savoir comment nous pouvons l'aider sur cette problématique > RDV 08/06/11 à 14h30, 06 14 34 75 00"
,YOUKADO,,84 bd Gén Leclerc 59100 ROUBAIX,59100,roubaix,+33 3 20 02 44 34,Autres services aux Particuliers|Services - Conseil/,prospect ,16/05 : mr fremy absent._x000D__x000D_le coffret cadeau 100% marque
,YVES CARTON,,,59650,Villeneuve d'Ascq,0320569595,Distribution spécialisée|Distribution/,prospect ,
,ZODIO,,Avenue Avenir_x000D_,,lezennes,+33  3 28 76 97 04,,prospect ,"* vente matériel décoration, cuisine (= CASA)_x000D_* c'est la centrale qui gère 03 28 76 97 04 (Lezenne)_x000D__x000D_26/05/11 : contact Md DESMARRé : c'est le cabinet HAYS qui s'occupe du recrutement, ne souhaite pas les courcircuiter, me demande d'envoyer un mail pour se faire référencer et nous sollicitera en vue de l'avancement du poste, aucune dispo sur les 3 semaines,  cree_ton_poste@zodio.fr> rel s+2_x000D__x000D_10/06/11 : contact avec sa collègue : le recrutement se fait toujours avec HAYS, juin très chargé, rel juilllet_x000D__x000D_20/06/11 : mail de Md DESMARRE : pas de besoin mais garde nos cc > rel à la rentrée_x000D_04/10/11 : contact avec Mme DUTOIT? qui travaille avec Mme DESMARRE. Ce n'est pas la priorité pour cette année, continue de travailler avec les cabR actuels, la rappeler début 2012_x000D_(travaillé avec approche rh)_x000D_11/05: 03 28 76 97 02 LD MME DESMARRE_x000D_19/06: tjs pas dispo mais j'ai eu sa collègue (?) qui va lui transmettre mes coordonnées (a mme desmarré sandrine), la recontacter + tard...."
,3 SUISSES HOLDING,,4 place de la république,59170,Croix,+33 3 20 20 30 30,,prospect ,
,A-VOLUTE,,"1 rue du transit

",59650,Villeneuve d'Ascq,+ 33 3 20 91 78 69,Services - Conseil|,prospect ,
